3,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,30,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
52,52,52,52,53,1,51,52,52,52,52,52,52,53,1,28,2,2,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,2,2,9
16,17,1,15,16,15,16,16,16,16,16,16,16,17,1,28,2,2,9
2,40,1,28,2,28,2,2,2,2,41,53,1,1,1,28,2,2,9
41,53,1,51,39,28,2,2,2,41,53,1,15,17,1,28,2,2,9
53,1,15,17,51,28,2,2,41,53,1,15,27,40,1,28,2,2,9
1,15,27,29,1,28,2,41,53,1,15,27,2,40,1,28,2,2,9
1,1,1,1,1,1,1,1,1,15,27,12,14,40,1,28,2,2,9
16,16,16,16,16,16,16,16,16,27,12,24,37,40,1,28,2,2,9
39,2,2,9,9,2,2,2,12,24,0,0,37,40,1,28,2,2,9
51,39,2,2,2,2,2,2,25,0,0,38,50,40,1,28,2,2,9
1,51,39,2,2,2,2,2,25,0,0,37,2,40,1,28,2,2,9
17,1,51,39,2,2,2,2,48,36,0,37,2,40,1,28,2,2,9
29,17,1,51,39,2,2,2,2,48,49,50,2,40,1,28,2,2,9
2,29,17,1,51,39,2,2,2,2,2,2,2,40,1,28,2,2,9
2,2,29,17,1,28,2,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,40,1,28,2,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,29,17,51,39,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
2,2,2,2,40,1,28,2,2,2,2,2,2,40,1,28,2,2,9
