3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,1
47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,38,50,41,1
46,92,0,0,0,0,0,0,0,0,0,0,0,0,38,50,41,53,15
46,91,0,0,0,0,0,0,0,0,0,0,0,38,50,2,53,15,27
46,91,0,0,0,0,0,0,0,0,0,0,0,37,2,2,1,27,2
46,80,0,0,0,0,0,0,0,0,0,0,0,37,2,2,1,2,2
35,23,0,0,0,66,67,67,68,0,0,0,38,50,2,41,1,2,2
47,59,0,0,0,79,1,1,91,0,0,38,50,2,41,53,15,2,2
59,92,0,0,0,79,1,1,91,0,38,50,2,41,53,15,27,2,2
103,104,0,0,0,102,103,103,104,38,50,2,2,53,15,27,2,2,2
0,0,0,0,0,0,0,0,38,50,2,2,2,1,27,2,2,2,2
0,0,0,0,0,0,0,0,37,2,2,2,41,1,2,2,2,2,2
0,0,0,0,0,0,0,0,37,2,2,41,53,15,2,2,2,2,2
36,0,0,0,0,0,0,38,50,2,41,53,15,27,2,2,2,2,2
48,36,0,0,0,0,0,37,2,41,53,15,27,2,2,2,2,2,2
2,48,36,0,0,0,38,50,41,53,15,27,2,2,2,2,2,2,2
2,2,48,49,49,49,50,41,53,15,27,2,2,2,2,2,2,2,2
2,2,2,2,2,2,41,53,15,27,2,2,2,2,2,2,2,2,2
53,1,1,1,1,1,1,15,27,2,2,2,2,2,2,2,2,2,2
15,27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
14,2,2,2,2,2,2,2,2,2,2,12,13,13,13,13,13,14,2
26,14,2,2,2,2,2,12,13,13,13,24,0,0,0,0,0,26,14
0,26,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
